CNPJ da instituição financeira credenciada;CNPJ;Valor Contratado em R$ mil;N° de clientes;Navegação;CNPJ da instituição financeira credenciada - formatado;Ano;Município - Nome - Código;Última contratação;Fonte de recurso - tratada;Valor desembolsado tratado;Cliente;Custo financeiro;Data da contratação;Descrição do projeto;Fonte de recurso (desembolsos);Forma de apoio;Inovação;Instituição Financeira Credenciada;Instrumento financeiro;Juros;Modalidade de apoio;Município - código;Município;Natureza do cliente;Número de registros;Número do contrato;Porte do cliente;Prazo - amortização (meses);Prazo - carência (meses);Produto;Setor BNDES;Setor CNAE;Situação do contrato;Subsetor BNDES;Subsetor CNAE - código;Subsetor CNAE - nome;Subsetor CNAE agrupado;Tipo de garantia;UF - nome;UF;Valor contratado  R$;Valor desembolsado R$;Área Operacional
;48659502000155;5220;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2015;PIRACICABA  -  3538709;30/04/2015;-;0;FUNDACAO DE ESTUDOS AGRARIOS LUIZ DE QUEIROZ;SEM CUSTO;30/04/2015;DESENVOLVIMENTO DE TECNOLOGIA PARA O APROVEITAMENTO DE PALHA DA CANA-DE-ACUCAR NO TRIPE GERACAO DE ENERGIA, PRODUCAO DE ETANOL DE SEGUNDA GERACAO E PRODUTIVIDADE DA CULTURA CANAVIEIRA.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3538709;PIRACICABA;PRIVADA;1;14207731;MICRO;0;0;BNDES NÃO REEMBOLSÁVEL;COMÉRCIO E SERVIÇOS;COMERCIO E SERVICOS;ATIVO;COMÉRCIO E SERVIÇOS;M7210000;PESQUISA E DESENVOLVIMENTO EXPERIMENTAL CIENCIA FISICA E NATURAL;ATIV IMOBIL, PROFISSIONAL E ADM;NÃO SE APLICA;SAO PAULO;SP;5220000;0;AREA DE INDUSTRIA E SERVICOS 1
;71558068000139;18669,066;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2015;IPERO  -  3521002;10/02/2015;-;0;FUNDACAO PARQUE DE ALTA TECNOLOGIA DA REGIAO DE IPERO;SEM CUSTO;10/02/2015;CONSTRUCAO DO LABORATORIO DE MICRO-ONDAS DE POTENCIA (LAMP), DESENVOLVIMENTO E APERFEIÇOAMENTO DE VÁLVULAS DE MICRO-ONDAS DO TIPO TWT (TRAVELLING WAVE TUBE) E  IMPLANTACAO DE UMA PLANTA PILOTO COM CAPACIDADE PARA PRODUZIR ESTAS VALVULAS, NO AMBITO DO BNDES FUNDO TECNOLOGICO - BNDES FUNTEC.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3521002;IPERO;PRIVADA;1;14207841;MICRO;0;0;BNDES NÃO REEMBOLSÁVEL;COMÉRCIO E SERVIÇOS;COMERCIO E SERVICOS;ATIVO;COMÉRCIO E SERVIÇOS;M7210000;PESQUISA E DESENVOLVIMENTO EXPERIMENTAL CIENCIA FISICA E NATURAL;ATIV IMOBIL, PROFISSIONAL E ADM;NÃO SE APLICA;SAO PAULO;SP;18669066;0;AREA DE INDUSTRIA E SERVICOS 1
;1576817000175;21874,79;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2014;CAMPINAS  -  3509502;22/07/2014;-;0;CENTRO NACIONAL DE PESQUISA EM ENERGIA E MATERIAIS;SEM CUSTO;22/07/2014;DESENVOLVIMENTO DA TECNOLOGIA DE CONVERSAO DE BIOMASSA DE CANA-DE-ACUCAR EM ETANOL, POR MEIO DE ROTA DE HIDROLISE ENZIMATICA, COM RECURSOS DO BNDES FUNDO TECNOLOGICO - BNDES FUNTEC.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3509502;CAMPINAS;PRIVADA;1;14200611;MICRO;0;0;BNDES NÃO REEMBOLSÁVEL;COMÉRCIO E SERVIÇOS;COMERCIO E SERVICOS;ATIVO;COMÉRCIO E SERVIÇOS;M7210000;PESQUISA E DESENVOLVIMENTO EXPERIMENTAL CIENCIA FISICA E NATURAL;ATIV IMOBIL, PROFISSIONAL E ADM;NÃO SE APLICA;SAO PAULO;SP;21874790;0;AREA DE INDUSTRIA E SERVICOS 1
;2641663000110;27624,276;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2014;CAMPINAS  -  3509502;07/01/2014;-;0;FUNDACAO CPQD - CENTRO DE PESQUISA E DESENVOLVIMENTO EM;SEM CUSTO;07/01/2014;DESENVOLVIMENTO DE DISPOSITIVO FOTONICO INTEGRADO, COM A FINALIDADE DE AMPLIFICADOR OPTICO SUBMARINO, COM BANDA DE OPERACAO ESTENDIDA (80N), NO AMBITO DO BNDES FUNTEC.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3509502;CAMPINAS;PRIVADA;1;13210581;MICRO;0;0;BNDES NÃO REEMBOLSÁVEL;COMÉRCIO E SERVIÇOS;COMERCIO E SERVICOS;ATIVO;COMÉRCIO E SERVIÇOS;M7210000;PESQUISA E DESENVOLVIMENTO EXPERIMENTAL CIENCIA FISICA E NATURAL;ATIV IMOBIL, PROFISSIONAL E ADM;NÃO SE APLICA;SAO PAULO;SP;27624276;0;AREA DE INDUSTRIA E SERVICOS 1
;2641663000110;29328,08;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2013;SAO PAULO  -  3550308;16/01/2013;-;0;FUNDACAO CPQD - CENTRO DE PESQUISA E DESENVOLVIMENTO EM;SEM CUSTO;16/01/2013;DESENVOLVIMENTO DE UM CIRCUITO INTEGRADO (CHIP) DO TIPO ASIC (APPLICATION SPECIFIC INTEGRATED CIRCUIT) COM A FINALIDADE DE PROCESSADOR OTN (OPTICAL TRANSPORT NETWORK), PARA APLICACOES EM REDES OPTICAS OPERANDO A 100 GBIT/S.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3550308;SAO PAULO;PRIVADA;1;12214351;MICRO;0;0;BNDES NÃO REEMBOLSÁVEL;COMÉRCIO E SERVIÇOS;COMERCIO E SERVICOS;ATIVO;COMÉRCIO E SERVIÇOS;M7210000;PESQUISA E DESENVOLVIMENTO EXPERIMENTAL CIENCIA FISICA E NATURAL;ATIV IMOBIL, PROFISSIONAL E ADM;NÃO SE APLICA;SAO PAULO;SP;29328080;0;AREA DE INDUSTRIA E SERVICOS 1
;57394652000175;5930,89999;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2009;SAO CARLOS  -  3548906;29/12/2009;-;0;FUNDACAO PARA O DESENVOLVIMENTO DA UNESP - FUNDUNESP;SEM CUSTO;29/12/2009;DESENVOLVIMENTO DE PESQUISA VOLTADA PARA SOLUCOES COM VISTAS A AUMENTAR O RENDIMENTO DA FERMENTACAO ALCOOLICA EM INDUSTRIAS SUCROALCOOLEIRAS.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3548906;SAO CARLOS;PRIVADA;1;09205901;MICRO;0;0;BNDES NÃO REEMBOLSÁVEL;COMÉRCIO E SERVIÇOS;COMERCIO E SERVICOS;ATIVO;COMÉRCIO E SERVIÇOS;M7210000;PESQUISA E DESENVOLVIMENTO EXPERIMENTAL CIENCIA FISICA E NATURAL;ATIV IMOBIL, PROFISSIONAL E ADM;NÃO SE APLICA;SAO PAULO;SP;5930899,99;0;AREA DE INDUSTRIA E SERVICOS 1
;82895327000133;20364,008;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2014;FLORIANOPOLIS  -  4205407;27/05/2014;-;0;FUNDACAO DE ENSINO E ENGENHARIA DE SANTA CATARINA;SEM CUSTO;27/05/2014;DESENVOLVIMENTO DE NOVOS MATERIAIS METALICOS PARA VIABILIZAR O AUMENTO DE EFICIENCIA ENERGETICA E A SUSTENTABILIDADE NOS COMPRESSORES.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;4205407;FLORIANOPOLIS;PRIVADA;1;14202201;MICRO;0;0;BNDES NÃO REEMBOLSÁVEL;COMÉRCIO E SERVIÇOS;COMERCIO E SERVICOS;ATIVO;COMÉRCIO E SERVIÇOS;M7210000;PESQUISA E DESENVOLVIMENTO EXPERIMENTAL CIENCIA FISICA E NATURAL;ATIV IMOBIL, PROFISSIONAL E ADM;NÃO SE APLICA;SANTA CATARINA;SC;20364008;0;AREA DE INDUSTRIA E SERVICOS 2
;2641663000110;5489,788;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2015;CAMPINAS  -  3509502;19/10/2015;-;0;FUNDACAO CPQD - CENTRO DE PESQUISA E DESENVOLVIMENTO EM;SEM CUSTO;19/10/2015;DESENVOLVIMENTO DE UM SISTEMA DE GERENCIAMENTO E ARMAZENAMENTO DE ENERGIA PARA VEICULOS HIBRIDOS FLEX FUEL.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3509502;CAMPINAS;PRIVADA;1;15203941;MICRO;0;0;BNDES NÃO REEMBOLSÁVEL;COMÉRCIO E SERVIÇOS;COMERCIO E SERVICOS;ATIVO;COMÉRCIO E SERVIÇOS;M7210000;PESQUISA E DESENVOLVIMENTO EXPERIMENTAL CIENCIA FISICA E NATURAL;ATIV IMOBIL, PROFISSIONAL E ADM;NÃO SE APLICA;SAO PAULO;SP;5489788;0;AREA DE INDUSTRIA E SERVICOS 2
;2641663000110;3292,618;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2015;CAMPINAS  -  3509502;10/02/2015;-;0;FUNDACAO CPQD - CENTRO DE PESQUISA E DESENVOLVIMENTO EM;SEM CUSTO;10/02/2015;DESENVOLVIMENTO DE UM SISTEMA DE ARMAZENAMENTO DE ENERGIA PARA GERACAO FOTOVOLTAICA.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3509502;CAMPINAS;PRIVADA;1;14211901;MICRO;0;0;BNDES NÃO REEMBOLSÁVEL;COMÉRCIO E SERVIÇOS;COMERCIO E SERVICOS;ATIVO;COMÉRCIO E SERVIÇOS;M7210000;PESQUISA E DESENVOLVIMENTO EXPERIMENTAL CIENCIA FISICA E NATURAL;ATIV IMOBIL, PROFISSIONAL E ADM;NÃO SE APLICA;SAO PAULO;SP;3292618;0;AREA DE INDUSTRIA E SERVICOS 2
;2641663000110;5669;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2014;CAMPINAS  -  3509502;10/07/2014;-;0;FUNDACAO CPQD - CENTRO DE PESQUISA E DESENVOLVIMENTO EM;SEM CUSTO;10/07/2014;DESENVOLVIMENTO DE TECNOLOGIA AVANCADA DE ARMAZENAMENTO E GESTAO DE ENERGIA PARA VEICULOS ELETRICOS DE ALTO DESEMPENHO.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3509502;CAMPINAS;PRIVADA;1;14201981;MICRO;0;0;BNDES NÃO REEMBOLSÁVEL;COMÉRCIO E SERVIÇOS;COMERCIO E SERVICOS;ATIVO;COMÉRCIO E SERVIÇOS;M7210000;PESQUISA E DESENVOLVIMENTO EXPERIMENTAL CIENCIA FISICA E NATURAL;ATIV IMOBIL, PROFISSIONAL E ADM;NÃO SE APLICA;SAO PAULO;SP;5669000;0;AREA DE INDUSTRIA E SERVICOS 2
;18720938000141;9103,5;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2015;BELO HORIZONTE  -  3106200;25/09/2015;-;0;FUNDACAO DE DESENVOLVIMENTO DA PESQUISA;SEM CUSTO;25/09/2015;DESENVOLVIMENTO DE DISPOSITIVOS PORTATEIS PARA O DIAGNOSTICO DE DOENCAS A PARTIR DA TECNOLOGIA DE IDENTIFICACAO DE BIOMARCADORES POR ANTICORPOS SINTETICOS.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3106200;BELO HORIZONTE;PRIVADA;1;15201631;MICRO;0;0;BNDES NÃO REEMBOLSÁVEL;INDÚSTRIA;INDUSTRIA DE TRANSFORMAÇÃO;ATIVO;MECÂNICA;C2660400;FAB APARELHO ELETROMEDICO E ELETROTERAPEUTICO EQ DE IRRADIACAO;EQUIP INFO, ELETRONICO, ÓTICO;NÃO SE APLICA;MINAS GERAIS;MG;9103500;0;AREA DE INDUSTRIA E SERVICOS 1
;2032297000100;2700;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2015;CORNELIO PROCOPIO  -  4106407;15/04/2015;-;0;FUNDACAO DE APOIO A EDUCACAO, PESQUISA E DESENVOLVIMENT;SEM CUSTO;15/04/2015;DESENVOLVIMENTO DE TECNOLOGIA PARA OBTENCAO DE BLOCOS DE ZERCINIA TRANSLUCIDA PARA USINAGEM DE PROSES DENTAIS E IMPLANTES EM ODONTOLOGIA RESTAURADORA.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;4106407;CORNELIO PROCOPIO;PRIVADA;1;14205461;MICRO;0;0;BNDES NÃO REEMBOLSÁVEL;INDÚSTRIA;INDUSTRIA DE TRANSFORMAÇÃO;ATIVO;OUTRAS;C3250705;FABRICACAO DE MATERIAIS PARA MEDICINA E ODONTOLOGIA;PRODUTOS DIVERSOS;NÃO SE APLICA;PARANA;PR;2700000;0;AREA DE INDUSTRIA E SERVICOS 1
;4089290000142;1441,8;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2007;FORTALEZA  -  2304400;14/06/2007;-;0;PADETEC-PARQUE DE DESENVOLVIMENTO TECNOLOGICO S/C;SEM CUSTO;14/06/2007;DESENVOLVER UMA NOVA TECNOLOGIA VISANDO O AUMENTO DA EFICIENCIA DO PROCESSO DE PRODUCAO DE ETANOL DA CANA-DE-ACUCAR VIA FERMENTACAO COM LEVEDURAS IMOBILIZADAS EM BIOPOLIMEROS.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;2304400;FORTALEZA;PRIVADA;1;07202501;MICRO;0;0;BNDES NÃO REEMBOLSÁVEL;INDÚSTRIA;INDUSTRIA DE TRANSFORMAÇÃO;ATIVO;QUÍMICA E PETROQUÍMICA;C1931400;FABRICACAO DE ALCOOL;COQUE, PETRÓLEO E COMBUSTÍVEL;NÃO SE APLICA;CEARA;CE;1441800;0;AREA DE INDUSTRIA E SERVICOS 1
;2385669000174;2139,582;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2015;SEM MUNICÍPIO  -  0000000;09/11/2015;-;0;FIOTEC - FUNDACAO PARA O DESENVOLVIMENTO CIENTIFICO E T;SEM CUSTO;09/11/2015;DESENVOLVIMENTO DE INOVACOES TERAPEUTICAS E DIAGNOSTICAS PARA AS DOENCAS NEGLIGENCIADAS, DE ACORDO COM A POLITICA NACIONAL DE CIENCIA, TECNOLOGIA E INOVACAO EM SAUDE.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;0000000;SEM MUNICÍPIO;PRIVADA;1;15204731;MICRO;0;0;BNDES NÃO REEMBOLSÁVEL;INDÚSTRIA;INDUSTRIA DE TRANSFORMAÇÃO;ATIVO;QUÍMICA E PETROQUÍMICA;C2121101;FABRICACAO DE MEDICAMENTOS ALOPATICOS PARA USO HUMANO;FARMOQUÍMICO, FARMACÊUTICO;NÃO SE APLICA;INTERESTADUAL;IE;2139582;0;AREA DE INDUSTRIA E SERVICOS 1
;2385669000174;1625,067;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2015;SEM MUNICÍPIO  -  0000000;09/11/2015;-;0;FIOTEC - FUNDACAO PARA O DESENVOLVIMENTO CIENTIFICO E T;SEM CUSTO;09/11/2015;DESENVOLVIMENTO DE INOVACOES TERAPEUTICAS E DIAGNOSTICAS PARA AS DOENCAS NEGLIGENCIADAS, DE ACORDO COM A POLITICA NACIONAL DE CIENCIA, TECNOLOGIA E INOVACAO EM SAUDE.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;0000000;SEM MUNICÍPIO;PRIVADA;1;15204731;MICRO;0;0;BNDES NÃO REEMBOLSÁVEL;INDÚSTRIA;INDUSTRIA DE TRANSFORMAÇÃO;ATIVO;QUÍMICA E PETROQUÍMICA;C2121101;FABRICACAO DE MEDICAMENTOS ALOPATICOS PARA USO HUMANO;FARMOQUÍMICO, FARMACÊUTICO;NÃO SE APLICA;INTERESTADUAL;IE;1625067;0;AREA DE INDUSTRIA E SERVICOS 1
;2385669000174;3290,314;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2015;SEM MUNICÍPIO  -  0000000;09/11/2015;-;0;FIOTEC - FUNDACAO PARA O DESENVOLVIMENTO CIENTIFICO E T;SEM CUSTO;09/11/2015;DESENVOLVIMENTO DE INOVACOES TERAPEUTICAS E DIAGNOSTICAS PARA AS DOENCAS NEGLIGENCIADAS, DE ACORDO COM A POLITICA NACIONAL DE CIENCIA, TECNOLOGIA E INOVACAO EM SAUDE.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;0000000;SEM MUNICÍPIO;PRIVADA;1;15204731;MICRO;0;0;BNDES NÃO REEMBOLSÁVEL;INDÚSTRIA;INDUSTRIA DE TRANSFORMAÇÃO;ATIVO;QUÍMICA E PETROQUÍMICA;C2121101;FABRICACAO DE MEDICAMENTOS ALOPATICOS PARA USO HUMANO;FARMOQUÍMICO, FARMACÊUTICO;NÃO SE APLICA;INTERESTADUAL;IE;3290314;0;AREA DE INDUSTRIA E SERVICOS 1
;2385669000174;4475,179;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2015;SEM MUNICÍPIO  -  0000000;09/11/2015;-;0;FIOTEC - FUNDACAO PARA O DESENVOLVIMENTO CIENTIFICO E T;SEM CUSTO;09/11/2015;DESENVOLVIMENTO DE INOVACOES TERAPEUTICAS E DIAGNOSTICAS PARA AS DOENCAS NEGLIGENCIADAS, DE ACORDO COM A POLITICA NACIONAL DE CIENCIA, TECNOLOGIA E INOVACAO EM SAUDE.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;0000000;SEM MUNICÍPIO;PRIVADA;1;15204731;MICRO;0;0;BNDES NÃO REEMBOLSÁVEL;INDÚSTRIA;INDUSTRIA DE TRANSFORMAÇÃO;ATIVO;QUÍMICA E PETROQUÍMICA;C2121101;FABRICACAO DE MEDICAMENTOS ALOPATICOS PARA USO HUMANO;FARMOQUÍMICO, FARMACÊUTICO;NÃO SE APLICA;INTERESTADUAL;IE;4475179;0;AREA DE INDUSTRIA E SERVICOS 1
;2385669000174;999,629;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2015;SEM MUNICÍPIO  -  0000000;09/11/2015;-;0;FIOTEC - FUNDACAO PARA O DESENVOLVIMENTO CIENTIFICO E T;SEM CUSTO;09/11/2015;DESENVOLVIMENTO DE INOVACOES TERAPEUTICAS E DIAGNOSTICAS PARA AS DOENCAS NEGLIGENCIADAS, DE ACORDO COM A POLITICA NACIONAL DE CIENCIA, TECNOLOGIA E INOVACAO EM SAUDE.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;0000000;SEM MUNICÍPIO;PRIVADA;1;15204731;MICRO;0;0;BNDES NÃO REEMBOLSÁVEL;INDÚSTRIA;INDUSTRIA DE TRANSFORMAÇÃO;ATIVO;QUÍMICA E PETROQUÍMICA;C2121101;FABRICACAO DE MEDICAMENTOS ALOPATICOS PARA USO HUMANO;FARMOQUÍMICO, FARMACÊUTICO;NÃO SE APLICA;INTERESTADUAL;IE;999629;0;AREA DE INDUSTRIA E SERVICOS 1
;2385669000174;2461,059;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2015;SEM MUNICÍPIO  -  0000000;09/11/2015;-;0;FIOTEC - FUNDACAO PARA O DESENVOLVIMENTO CIENTIFICO E T;SEM CUSTO;09/11/2015;DESENVOLVIMENTO DE INOVACOES TERAPEUTICAS E DIAGNOSTICAS PARA AS DOENCAS NEGLIGENCIADAS, DE ACORDO COM A POLITICA NACIONAL DE CIENCIA, TECNOLOGIA E INOVACAO EM SAUDE.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;0000000;SEM MUNICÍPIO;PRIVADA;1;15204731;MICRO;0;0;BNDES NÃO REEMBOLSÁVEL;INDÚSTRIA;INDUSTRIA DE TRANSFORMAÇÃO;ATIVO;QUÍMICA E PETROQUÍMICA;C2121101;FABRICACAO DE MEDICAMENTOS ALOPATICOS PARA USO HUMANO;FARMOQUÍMICO, FARMACÊUTICO;NÃO SE APLICA;INTERESTADUAL;IE;2461059;0;AREA DE INDUSTRIA E SERVICOS 1
;2385669000174;28073,46;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2014;RIO DE JANEIRO  -  3304557;25/07/2014;-;0;FIOTEC - FUNDACAO PARA O DESENVOLVIMENTO CIENTIFICO E T;SEM CUSTO;25/07/2014;EQUIPAR A PLANTA DE PROTOTIPOS DO CENTRO INTEGRADO DE PROTOTIPOS, BIOFARMACOS E REATIVOS PARA DIAGNOSTICOS (CIPBR), LOCALIZADO NO RIO DE JANEIRO, COM RECURSOS DO BNDES FUNDO TECNOLOGICO (FUNTEC).;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3304557;RIO DE JANEIRO;PRIVADA;1;13214311;MICRO;0;0;BNDES NÃO REEMBOLSÁVEL;INDÚSTRIA;INDUSTRIA DE TRANSFORMAÇÃO;ATIVO;QUÍMICA E PETROQUÍMICA;C2121101;FABRICACAO DE MEDICAMENTOS ALOPATICOS PARA USO HUMANO;FARMOQUÍMICO, FARMACÊUTICO;NÃO SE APLICA;RIO DE JANEIRO;RJ;28073460;0;AREA DE INDUSTRIA E SERVICOS 1
;56577059000100;5474,93;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2015;SAO PAULO  -  3550308;25/03/2015;-;0;FUNDACAO FACULDADE DE MEDICINA;SEM CUSTO;25/03/2015;REALIZACAO DE ESTUDOS CLINICOS DE FASE I E IIA REFERENTES AO DESENVOLVIMENTO DE VACINA PARA PREVENCAO DE  FEBRE REUMATICA E DOENCA REUMATICA CARDIACA, COM RECURSOS DO BNDES FUNDO TECNOLOGICO - BNDES FUNTEC.;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3550308;SAO PAULO;PRIVADA;1;14211591;MICRO;0;0;BNDES NÃO REEMBOLSÁVEL;INDÚSTRIA;INDUSTRIA DE TRANSFORMAÇÃO;ATIVO;QUÍMICA E PETROQUÍMICA;C2121101;FABRICACAO DE MEDICAMENTOS ALOPATICOS PARA USO HUMANO;FARMOQUÍMICO, FARMACÊUTICO;NÃO SE APLICA;SAO PAULO;SP;5474930;0;AREA DE INDUSTRIA E SERVICOS 1
;1576817000175;7623;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2014;CAMPINAS  -  3509502;25/04/2014;-;0;CENTRO NACIONAL DE PESQUISA EM ENERGIA E MATERIAIS;SEM CUSTO;25/04/2014;CRIACAO DE UMA PLATAFORMA LABORATORIAL, DENTRO DO LABORATORIO NACIONAL DE BIOCIENCIA-LNBIO,PARA PRESTACAO DE SERVICOS   DE GERACAO DE LINHAGENS CELULARES E DE BANCOS DE CELULAS PR ODUTORAS DE PROTEINAS RECOMBINANTES E ANTICORPOS MONOCLONAISE A GERAÇÃO DE LINHAGENS CELULARES E BANCOS DE CELULAS;-;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;3509502;CAMPINAS;PRIVADA;1;13214301;MICRO;0;0;BNDES NÃO REEMBOLSÁVEL;INDÚSTRIA;INDUSTRIA DE TRANSFORMAÇÃO;ATIVO;QUÍMICA E PETROQUÍMICA;C2121101;FABRICACAO DE MEDICAMENTOS ALOPATICOS PARA USO HUMANO;FARMOQUÍMICO, FARMACÊUTICO;NÃO SE APLICA;SAO PAULO;SP;7623000;0;AREA DE INDUSTRIA E SERVICOS 1
;18720938000141;10361,75535;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2014;SEM MUNICÍPIO  -  0000000;18/03/2014;RECURSOS ESTATUTÁRIOS - PRÓPRIOS ESTATUTÁRIOS;10361755,34;FUNDACAO DE DESENVOLVIMENTO DA PESQUISA;SEM CUSTO;18/03/2014;"DESENVOLVIMENTO DE TECNOLOGIA NACIONAL PARA TRATAMENTO E APROVEITAMENTO ENERGETICO DA FRACAO ORGANICA DOS RESIDUOS SOLIDOS URBANOS (FORSU), UTILIZANDO  A ROTA TECNOLOGICA DE METANIZACAO ANAEROBIA ""VIA SECA"".";RECURSOS ESTATUTÁRIOS - PRÓPRIOS ESTATUTÁRIOS;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;0000000;SEM MUNICÍPIO;PRIVADA;1;13209811;MÉDIA;0;0;BNDES NÃO REEMBOLSÁVEL;COMÉRCIO E SERVIÇOS;COMERCIO E SERVICOS;ATIVO;COMÉRCIO E SERVIÇOS;M7210000;PESQUISA E DESENVOLVIMENTO EXPERIMENTAL CIENCIA FISICA E NATURAL;ATIV IMOBIL, PROFISSIONAL E ADM;NÃO SE APLICA;INTERESTADUAL;IE;10361755,35;10361755,34;AREA DE GESTAO PUBLICA E SOCIOAMBIENTAL
;849774000191;7578,778;1;Clique na seta para retornar ao painel ;00.000.000/0000-00;2015;SEM MUNICÍPIO  -  0000000;30/03/2015;RECURSOS ESTATUTÁRIOS - PRÓPRIOS ESTATUTÁRIOS;7578778;FUNDACAO DE APOIO A PESQUISA E AO DESENVOLVIMENTO-FAPED;SEM CUSTO;30/03/2015;DESENVOLVER E DIFUNDIR SOLUCOES TECNICO-CIENTIFICAS A PROTECAO E APROVEITAMENTO ECONOMICO SUSTENTAVEL DE PROPRIEDADES RURAIS, COM ENFASE NA VALORIZACAO DO USO DO COMPONENTE ARBOREO EM DIFERENTES BIOMAS BRASILEIROS, TANTO EM APPS E DE RESERVA LEGAL, QUANTO EM SISTEMAS DESTINADOS A PRODUCAO.;RECURSOS ESTATUTÁRIOS - PRÓPRIOS ESTATUTÁRIOS;DIRETA;SIM;----------;FUNTEC;0;NÃO REEMBOLSÁVEL;0000000;SEM MUNICÍPIO;PRIVADA;1;14206501;MÉDIA;0;0;BNDES NÃO REEMBOLSÁVEL;COMÉRCIO E SERVIÇOS;COMERCIO E SERVICOS;ATIVO;COMÉRCIO E SERVIÇOS;P8550302;ATIVIDADES DE APOIO A EDUCACAO, EXCETO CAIXAS ESCOLARES;EDUCAÇÃO;NÃO SE APLICA;INTERESTADUAL;IE;7578778;7578778;AREA DE GESTAO PUBLICA E SOCIOAMBIENTAL
